Stock codes;Year;Publication date;PDF location in old library system;DOI
lem.27.3a47d;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/lem.27.3a47d.pdf;https://doi.org/10.17895/ices.advice.4862
lem.27.3a47d;2020;25/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/lem.27.3a47d.pdf;https://doi.org/10.17895/ices.advice.5833
lem.27.3a47d;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/lem.27.3a47d.pdf;https://doi.org/10.17895/ices.advice.7782
lez.27.4a6a;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/lez.27.4a6a.pdf;https://doi.org/10.17895/ices.pub.3154
lez.27.4a6a;2018;29/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/lez.27.4a6a.pdf;https://doi.org/10.17895/ices.pub.4479
lez.27.4a6a;2019;27/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/lez.27.4a6a.pdf;https://doi.org/10.17895/ices.advice.4786
lez.27.4a6a;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/lez.27.4a6a.pdf;https://doi.org/10.17895/ices.advice.5857
lez.27.4a6a;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/lez.27.4a6a.pdf;https://doi.org/10.17895/ices.advice.7783
lez.27.6b;2017;31/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/lez.27.6b.pdf;https://doi.org/10.17895/ices.pub.3399
lez.27.6b;2018;31/10/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/lez.27.6b.pdf;https://doi.org/10.17895/ices.pub.4575
lez.27.6b;2019;31/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/lez.27.6b.pdf;https://doi.org/10.17895/ices.advice.4787
lez.27.6b;2020;30/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/lez.27.6b.pdf;https://doi.org/10.17895/ices.advice.5858
lez.27.6b;2021;28/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/lez.27.6b.pdf;https://doi.org/10.17895/ices.advice.7784
lin.27.1-2;2017;07/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/lin.27.1-2.pdf;https://doi.org/10.17895/ices.pub.3137
lin.27.1-2;2019;11/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/lin.27.1-2.pdf;https://doi.org/10.17895/ices.advice.4814
lin.27.1-2;2021;10/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/lin.27.1-2.pdf;https://doi.org/10.17895/ices.advice.7785
lin.27.346-91214;2021;10/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/lin.27.346-91214.pdf;https://doi.org/10.17895/ices.advice.7786
lin.27.3a4a6-91214;2017;07/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/lin.27.3a4a6-91214.pdf;https://doi.org/10.17895/ices.pub.3138
lin.27.3a4a6-91214;2019;11/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/lin.27.3a4a6-91214.pdf;https://doi.org/10.17895/ices.advice.4815
lin.27.5a;2017;07/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/lin.27.5a.pdf;https://doi.org/10.17895/ices.pub.3139
lin.27.5a;2018;12/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/lin.27.5a.pdf;https://doi.org/10.17895/ices.pub.4406
lin.27.5a;2019;13/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/lin.27.5a.pdf;https://doi.org/10.17895/ices.advice.4816
lin.27.5a;2021;15/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/lin.27.5a.pdf;https://doi.org/10.17895/ices.advice.7787
lin.27.5b;2017;07/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/lin.27.5b.pdf;https://doi.org/10.17895/ices.pub.3140
lin.27.5b;2019;11/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/lin.27.5b.pdf;https://doi.org/10.17895/ices.advice.4817
lin.27.5b;2021;10/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/lin.27.5b.pdf;https://doi.org/10.17895/ices.advice.7788
mac.27.nea;2017;29/09/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/mac.27.nea.pdf;https://doi.org/10.17895/ices.pub.3023
mac.27.nea;2018;28/09/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/mac.27.nea.pdf;https://doi.org/10.17895/ices.pub.4537
mac.27.nea;2019;01/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/mac.27.nea.pdf;https://doi.org/10.17895/ices.advice.4880
mac.27.nea;2020;30/09/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/mac.27.nea.pdf;https://doi.org/10.17895/ices.advice.5907
mac.27.nea.pdf;2021;30/09/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/mac.27.nea.pdf;https://doi.org/10.17895/ices.advice.7789
meg.27.7b-k8abd;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/meg.27.7b-k8abd.pdf;https://doi.org/10.17895/ices.pub.3155
meg.27.7b-k8abd;2018;29/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/meg.27.7b-k8abd.pdf;https://doi.org/10.17895/ices.pub.4460
meg.27.7b-k8abd;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/meg.27.7b-k8abd.pdf;https://doi.org/10.17895/ices.advice.4763
meg.27.7b-k8abd;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/meg.27.7b-k8abd.pdf;https://doi.org/10.17895/ices.advice.5860
meg.27.7b-k8abd;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/meg.27.7b-k8abd.pdf;https://doi.org/10.17895/ices.advice.7790
meg.27.8c9a;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/meg.27.8c9a.pdf;https://doi.org/10.17895/ices.pub.3156
meg.27.8c9a;2018;29/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/meg.27.8c9a.pdf;https://doi.org/10.17895/ices.pub.4466
meg.27.8c9a;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/meg.27.8c9a.pdf;https://doi.org/10.17895/ices.advice.4764
meg.27.8c9a;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/meg.27.8c9a.pdf;https://doi.org/10.17895/ices.advice.5861
meg.27.8c9a;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/meg.27.8c9a.pdf;https://doi.org/10.17895/ices.advice.7791
mon.27.78abd;2018;28/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/mon.27.78abd.pdf;https://doi.org/10.17895/ices.pub.4447
mon.27.78abd;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/mon.27.78abd.pdf;https://doi.org/10.17895/ices.advice.4765
mon.27.78abd;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/mon.27.78abd.pdf;https://doi.org/10.17895/ices.advice.5925
mon.27.78abd;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/mon.27.78abd.pdf;https://doi.org/10.17895/ices.advice.7792
mon.27.8c9a;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/mon.27.8c9a.pdf;https://doi.org/10.17895/ices.pub.3161
mon.27.8c9a;2018;29/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/mon.27.8c9a.pdf;https://doi.org/10.17895/ices.pub.4459
mon.27.8c9a;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/mon.27.8c9a.pdf;https://doi.org/10.17895/ices.advice.4766
mon.27.8c9a;2020;29/06/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/mon.27.8c9a.pdf;https://doi.org/10.17895/ices.advice.5924
mon.27.8c9a;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/mon.27.8c9a.pdf;https://doi.org/10.17895/ices.advice.7793
mur.27.3a47d;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/mur.27.3a47d.pdf;https://doi.org/10.17895/ices.pub.3162
mur.27.3a47d;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/mur.27.3a47d.pdf;https://doi.org/10.17895/ices.advice.4863
mur.27.3a47d;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/mur.27.3a47d.pdf;https://doi.org/10.17895/ices.advice.8037
mur.27.67a-ce-k89a;2017;29/09/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/mur.27.67a-ce-k89a.pdf;https://doi.org/10.17895/ices.pub.3032
mur.27.67a-ce-k89a;2020;30/09/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/mur.27.67a-ce-k89a.pdf;https://doi.org/10.17895/ices.advice.5772
nep.27.4outFU;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.27.4outFU.pdf;https://doi.org/10.17895/ices.pub.3163
nep.27.4outFU;2020;06/11/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.27.4outFU.pdf;https://doi.org/10.17895/ices.advice.5777
nep.27.6aoutFU;2017;30/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.27.6aoutFU.pdf;https://doi.org/10.17895/ices.pub.3389
nep.27.6aoutFU;2020;30/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.27.6aoutFU.pdf;https://doi.org/10.17895/ices.advice.7559
nep.27.7outFU;2017;30/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.27.7outFU.pdf;https://doi.org/10.17895/ices.pub.3388
nep.27.7outFU;2020;30/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.27.7outFU.pdf;https://doi.org/10.17895/ices.advice.7560
nep.fu.10;2018;28/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.10.pdf;https://doi.org/10.17895/ices.pub.4440
nep.fu.10;2020;06/11/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.10.pdf;https://doi.org/10.17895/ices.advice.5807
nep.fu.11;2017;30/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.fu.11.pdf;https://doi.org/10.17895/ices.pub.3386
nep.fu.11;2018;31/10/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.11.pdf;https://doi.org/10.17895/ices.pub.4571
nep.fu.11;2019;31/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.11.pdf;https://doi.org/10.17895/ices.advice.4788
nep.fu.11;2020;30/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.11.pdf;https://doi.org/10.17895/ices.advice.5862
nep.fu.11;2021;28/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/nep.fu.11.pdf;https://doi.org/10.17895/ices.advice.7794
nep.fu.12;2017;30/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.fu.12.pdf;https://doi.org/10.17895/ices.pub.3385
nep.fu.12;2018;31/10/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.12.pdf;https://doi.org/10.17895/ices.pub.4584
nep.fu.12;2019;31/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.12.pdf;https://doi.org/10.17895/ices.advice.4789
nep.fu.12;2020;30/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.12.pdf;https://doi.org/10.17895/ices.advice.5863
nep.fu.12;2021;28/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/nep.fu.12.pdf;https://doi.org/10.17895/ices.advice.7795
nep.fu.13;2017;30/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.fu.13.pdf;https://doi.org/10.17895/ices.pub.3390
nep.fu.13;2018;31/10/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.13.pdf;https://doi.org/10.17895/ices.pub.4572
nep.fu.13;2019;31/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.13.pdf;https://doi.org/10.17895/ices.advice.4790
nep.fu.13;2020;30/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.13.pdf;https://doi.org/10.17895/ices.advice.5864
nep.fu.13;2021;28/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/nep.fu.13.pdf;https://doi.org/10.17895/ices.advice.7796
nep.fu.14;2017;31/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.fu.14.pdf;https://doi.org/10.17895/ices.pub.3395
nep.fu.14;2018;31/10/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.14.pdf;https://doi.org/10.17895/ices.pub.4573
nep.fu.14;2019;31/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.14.pdf;https://doi.org/10.17895/ices.advice.4791
nep.fu.14;2020;30/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.14.pdf;https://doi.org/10.17895/ices.advice.5865
nep.fu.14;2021;28/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/nep.fu.14.pdf;https://doi.org/10.17895/ices.advice.7797
nep.fu.15;2017;31/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.fu.15.pdf;https://doi.org/10.17895/ices.pub.3400
nep.fu.15;2018;31/10/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.15.pdf;https://doi.org/10.17895/ices.pub.4574
nep.fu.15;2019;31/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.15.pdf;https://doi.org/10.17895/ices.advice.4792
nep.fu.15;2020;30/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.15.pdf;https://doi.org/10.17895/ices.advice.5866
nep.fu.15;2021;28/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/nep.fu.15.pdf;https://doi.org/10.17895/ices.advice.7798
nep.fu.16;2017;31/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.fu.16.pdf;https://doi.org/10.17895/ices.pub.3401
nep.fu.16;2018;31/10/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.16.pdf;https://doi.org/10.17895/ices.pub.4576
nep.fu.16;2019;31/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.16.pdf;https://doi.org/10.17895/ices.advice.4793
nep.fu.16;2020;30/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.16.pdf;https://doi.org/10.17895/ices.advice.5867
nep.fu.16;2021;28/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/nep.fu.16.pdf;https://doi.org/10.17895/ices.advice.7799
nep.fu.17;2017;31/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.fu.17.pdf;https://doi.org/10.17895/ices.pub.3396
nep.fu.17;2018;31/10/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.17.pdf;https://doi.org/10.17895/ices.pub.4585
nep.fu.17;2019;31/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.17.pdf;https://doi.org/10.17895/ices.advice.4794
nep.fu.17;2020;30/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.17.pdf;https://doi.org/10.17895/ices.advice.5868
nep.fu.17;2021;28/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/nep.fu.17.pdf;https://doi.org/10.17895/ices.advice.7800
nep.fu.19;2017;31/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.fu.19.pdf;https://doi.org/10.17895/ices.pub.3397
nep.fu.19;2018;31/10/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.19.pdf;https://doi.org/10.17895/ices.pub.4586
nep.fu.19;2019;31/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.19.pdf;https://doi.org/10.17895/ices.advice.4795
nep.fu.19;2020;30/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.19.pdf;https://doi.org/10.17895/ices.advice.5869
nep.fu.19;2021;28/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/nep.fu.19.pdf;https://doi.org/10.17895/ices.advice.7801
nep.fu.2021;2017;31/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.fu.2021.pdf;https://doi.org/10.17895/ices.pub.3402
nep.fu.2021;2018;31/10/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.2021.pdf;https://doi.org/10.17895/ices.pub.4587
nep.fu.2021;2019;31/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.2021.pdf;https://doi.org/10.17895/ices.advice.4796
nep.fu.2021;2020;30/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.2021.pdf;https://doi.org/10.17895/ices.advice.5912
nep.fu.2021;2021;28/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/nep.fu.2021.pdf;https://doi.org/10.17895/ices.advice.7802
nep.fu.22;2017;31/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.fu.22.pdf;https://doi.org/10.17895/ices.pub.3398
nep.fu.22;2018;31/10/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.22.pdf;https://doi.org/10.17895/ices.pub.4592
nep.fu.22;2019;31/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.22.pdf;https://doi.org/10.17895/ices.advice.4797
nep.fu.22;2020;30/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.22.pdf;https://doi.org/10.17895/ices.advice.5836
nep.fu.22;2021;28/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/nep.fu.22.pdf;https://doi.org/10.17895/ices.advice.7803
nep.fu.2324;2017;31/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.fu.2324.pdf;https://doi.org/10.17895/ices.pub.3393
nep.fu.2324;2018;31/10/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.2324.pdf;https://doi.org/10.17895/ices.pub.4589
nep.fu.2324;2019;31/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.2324.pdf;https://doi.org/10.17895/ices.advice.4767
nep.fu.2324;2020;30/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.2324.pdf;https://doi.org/10.17895/ices.advice.5837
nep.fu.2324;2021;29/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/nep.fu.2324.pdf;https://doi.org/10.17895/ices.advice.7804
nep.fu.25;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.25.pdf;https://doi.org/10.17895/ices.advice.4768
nep.fu.2627;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.2627.pdf;https://doi.org/10.17895/ices.advice.4769
nep.fu.2829;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.fu.2829.pdf;https://doi.org/10.17895/ices.pub.3164
nep.fu.2829;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.2829.pdf;https://doi.org/10.17895/ices.advice.4770
nep.fu.30;2017;31/10/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.fu.30.pdf;https://doi.org/10.17895/ices.pub.3403
nep.fu.30;2018;31/10/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.30.pdf;https://doi.org/10.17895/ices.pub.4590
nep.fu.30;2019;31/10/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.30.pdf;https://doi.org/10.17895/ices.advice.4771
nep.fu.30;2020;30/10/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.30.pdf;https://doi.org/10.17895/ices.advice.5838
nep.fu.30;2021;29/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/nep.fu.30.pdf;https://doi.org/10.17895/ices.advice.7806
nep.fu.31;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.31.pdf;https://doi.org/10.17895/ices.advice.4772
nep.fu.32;2018;28/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.32.pdf;https://doi.org/10.17895/ices.pub.4439
nep.fu.32;2020;06/11/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.32.pdf;https://doi.org/10.17895/ices.advice.5802
nep.fu.33;2018;28/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.33.pdf;https://doi.org/10.17895/ices.pub.4438
nep.fu.33;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.33.pdf;https://doi.org/10.17895/ices.advice.5459
nep.fu.33;2020;06/11/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.33.pdf;https://doi.org/10.17895/ices.advice.5803
nep.fu.34;2018;14/11/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.34.pdf;https://doi.org/10.17895/ices.pub.4620
nep.fu.34;2020;06/11/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.34.pdf;https://doi.org/10.17895/ices.advice.5825
nep.fu.3-4;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.fu.3-4.pdf;https://doi.org/10.17895/ices.pub.3165
nep.fu.3-4;2018;28/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.3-4.pdf;https://doi.org/10.17895/ices.pub.4433
nep.fu.3-4;2018;28/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.34_replaced.pdf;https://doi.org/10.17895/ices.pub.4437
nep.fu.3-4;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.3-4.pdf;https://doi.org/10.17895/ices.advice.4864
nep.fu.3-4;2020;06/11/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.3-4_replaced.pdf;https://doi.org/10.17895/ices.advice.5839
nep.fu.3-4;2021;31/05/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.3-4.pdf;https://doi.org/10.17895/ices.advice.8193
nep.fu.3-4;2021;30/06/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/nep.fu.3-4.pdf;https://doi.org/10.17895/ices.advice.7807
nep.fu.5;2018;28/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.5.pdf;https://doi.org/10.17895/ices.pub.4434
nep.fu.5;2020;06/11/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.5.pdf;https://doi.org/10.17895/ices.advice.5804
nep.fu.6;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.fu.6_replaced.pdf;https://doi.org/10.17895/ices.pub.3166
nep.fu.6;2017;14/11/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.fu.6.pdf;https://doi.org/10.17895/ices.pub.3524
nep.fu.6;2018;28/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.6_replaced.pdf;https://doi.org/10.17895/ices.pub.4443
nep.fu.6;2018;14/11/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.6.pdf;https://doi.org/10.17895/ices.pub.4619
nep.fu.6;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.6_Replaced.pdf;https://doi.org/10.17895/ices.advice.4865
nep.fu.6;2019;08/11/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.6.pdf;https://doi.org/10.17895/ices.advice.5638
nep.fu.6;2020;06/11/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.6.pdf;https://doi.org/10.17895/ices.advice.5840
nep.fu.6;2021;29/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/nep.fu.6.pdf;https://doi.org/10.17895/ices.advice.7808
nep.fu.7;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.fu.7_replaced.pdf;https://doi.org/10.17895/ices.pub.3167
nep.fu.7;2017;14/11/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.fu.7.pdf;https://doi.org/10.17895/ices.pub.3527
nep.fu.7;2018;28/06/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.7_replaced.pdf;https://doi.org/10.17895/ices.pub.4444
nep.fu.7;2018;14/11/2018;https://www.ices.dk/sites/pub/Publication Reports/Advice/2018/2018/nep.fu.7.pdf;https://doi.org/10.17895/ices.pub.4615
nep.fu.7;2019;24/06/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.7_Replaced.pdf;https://doi.org/10.17895/ices.advice.4866
nep.fu.7;2019;08/11/2019;https://www.ices.dk/sites/pub/Publication Reports/Advice/2019/2019/nep.fu.7.pdf;https://doi.org/10.17895/ices.advice.5639
nep.fu.7;2020;06/11/2020;https://www.ices.dk/sites/pub/Publication Reports/Advice/2020/2020/nep.fu.7.pdf;https://doi.org/10.17895/ices.advice.5841
nep.fu.7;2021;29/10/2021;https://www.ices.dk/sites/pub/Publication Reports/Advice/2021/2021/nep.fu.7.pdf;https://doi.org/10.17895/ices.advice.7809
nep.fu.8;2017;30/06/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.fu.8_replaced.pdf;https://doi.org/10.17895/ices.pub.3194
nep.fu.8;2017;14/11/2017;https://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/nep.fu.8.pdf;https://doi.org/10.17895/ices.pub.3523
