fishstock,AssessmentYear,Year,recruitment,high_recruitment,low_recruitment,low_SSB,SSB,high_SSB,catches,landings,discards,low_F,F,high_F,StockPublishNote,Purpose,Fage,recruitment_age,units,stockSizeDescription,stockSizeUnits,fishingPressureDescription,fishingPressureUnits
cod.27.6a,2017,2012,2532,2952,2111,2366,2564,2762,1632,466,1166,0.804,0.879,0.954,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.6a,2017,2013,3538,4169,2907,2059,2214,2369,1501,299,1202,0.825,0.899,0.973,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.6a,2017,2014,2719,3290,2148,2069,2296,2524,1668,357,1311,0.67,0.751,0.832,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.6a,2017,2015,2020,2718,1322,2441,2762,3083,1752,770,983,0.609,0.688,0.767,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.6a,2017,2016,3494,4448,2540,2368,2741,3114,1745,892,852,0.789,0.944,1.099,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.6a,2017,2017,3614,4859,2369,1935,2483,3032,NA,NA,NA,NA,NA,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.6b,2017,1984,NA,NA,NA,NA,NA,NA,NA,1023,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,1985,NA,NA,NA,NA,NA,NA,NA,1973,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,1986,NA,NA,NA,NA,NA,NA,NA,1600,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,1987,NA,NA,NA,NA,NA,NA,NA,1298,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,1988,NA,NA,NA,NA,NA,NA,NA,1886,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,1989,NA,NA,NA,NA,NA,NA,NA,549,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,1990,NA,NA,NA,NA,NA,NA,NA,1349,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,1991,NA,NA,NA,NA,NA,NA,NA,1596,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,1992,NA,NA,NA,NA,NA,NA,NA,1176,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,1993,NA,NA,NA,NA,NA,NA,NA,1097,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,1994,NA,NA,NA,NA,NA,NA,NA,661,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,1995,NA,NA,NA,NA,NA,NA,NA,1031,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,1996,NA,NA,NA,NA,NA,NA,NA,775,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,1997,NA,NA,NA,NA,NA,NA,NA,962,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,1998,NA,NA,NA,NA,NA,NA,NA,660,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,1999,NA,NA,NA,NA,NA,NA,NA,659,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,2000,NA,NA,NA,NA,NA,NA,NA,572,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,2001,NA,NA,NA,NA,NA,NA,NA,334,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,2002,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,2003,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,2004,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,2005,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,2006,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,2007,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,2008,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,2009,NA,NA,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,2010,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,2011,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,2012,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,2013,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,2014,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,2015,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.6b,2017,2016,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,NA,NA,NA
cod.27.7a,2017,1968,49674,53367,45981,14895,15734,16573,9826,8541,1285,0.57,0.59779,0.625,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1969,70867,77428,64307,14463,15283,16104,9889,7991,1898,0.732,0.79467,0.857,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1970,116580,125317,107843,10737,11726,12715,7134,6426,708,0.542,0.59516,0.648,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1971,41587,47156,36017,11739,12870,14001,9609,9246,363,0.603,0.65504,0.707,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1972,110043,118668,101417,15110,16333,17556,10780,9234,1546,0.536,0.57563,0.616,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1973,25392,29411,21373,19179,20603,22026,13041,11819,1222,0.692,0.74596,0.8,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1974,87805,94877,80733,16072,17296,18520,12000,10251,1749,0.625,0.66852,0.712,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1975,27897,31662,24131,16565,17762,18959,10720,9863,857,0.69,0.745,0.8,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1976,42579,47121,38037,12797,13797,14798,10628,10247,381,0.706,0.75564,0.806,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1977,45999,51035,40962,12293,13253,14213,8255,8054,201,0.712,0.77689,0.842,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1978,95706,103576,87835,8825,9765,10706,5662,5662,0,0.508,0.5619,0.616,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1979,113803,122768,104838,9567,10631,11695,7548,7548,0,0.595,0.65432,0.714,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1980,64895,71612,58178,11374,12488,13601,10599,10599,0,0.625,0.67391,0.722,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1981,28807,32760,24855,16413,17601,18788,13958,13958,0,0.708,0.75268,0.797,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1982,41803,46404,37202,18890,20102,21313,13694,13381,313,0.789,0.84169,0.895,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1983,65429,71419,59438,15325,16519,17713,10387,10015,372,0.712,0.77357,0.835,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1984,62617,68874,56359,10550,11630,12709,8385,8383,2,0.677,0.74325,0.809,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1985,49834,55683,43984,10814,11898,12982,10544,10483,61,0.747,0.81381,0.88,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1986,140519,151063,129975,11090,12202,13315,10006,9852,154,0.742,0.81224,0.883,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1987,67127,73795,60459,11702,13021,14339,13022,12894,128,0.864,0.94136,1.019,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1988,30463,34453,26472,11395,12448,13500,14277,14168,109,0.914,0.97515,1.037,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1989,35902,40422,31382,13070,14034,14998,12953,12751,202,1.024,1.09638,1.169,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1990,39450,44470,34431,8986,9854,10722,7538,7379,159,0.806,0.88841,0.971,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1991,66321,71992,60650,6285,7103,7920,7258,7095,163,0.996,1.10941,1.223,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1992,15410,17442,13378,5253,6037,6821,7833,7735,98,1.07,1.16964,1.269,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1993,42992,46550,39433,5204,5745,6286,7710,7555,155,1.173,1.26299,1.353,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1994,34654,37680,31627,4420,4930,5440,5544,5402,142,1.201,1.32706,1.453,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1995,33071,35962,30179,3118,3528,3938,4753,4587,166,0.863,0.94304,1.023,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1996,48934,52555,45312,3972,4418,4864,5104,4964,140,0.929,1.01076,1.093,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1997,14947,16584,13309,4754,5236,5718,5979,5859,120,0.987,1.06282,1.139,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1998,3773,4393,3154,5414,5796,6179,5347,5318,29,0.907,0.96318,1.019,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,1999,28403,30265,26541,4906,5240,5574,4943,4784,159,1.624,1.80148,1.979,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,2000,11677,12798,10556,1245,1520,1795,1973,1274,699,1.271,1.45113,1.632,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,2001,14503,15724,13281,2428,2655,2883,2316,2252,64,0.903,0.99615,1.089,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,2002,5018,5578,4457,2780,3046,3312,2741,2695,46,1.267,1.4079,1.549,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,2003,8672,9351,7993,1992,2228,2464,1500,1285,215,0.914,1.01662,1.12,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,2004,4910,5351,4470,1800,2021,2241,1326,1072,254,0.844,0.94154,1.039,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,2005,5377,5784,4970,1719,1921,2122,1114,910,204,0.859,0.94885,1.038,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,2006,6145,6564,5726,1460,1631,1802,1025,840,185,1.027,1.12794,1.229,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,2007,1261,1420,1102,1280,1473,1667,847,702,145,0.978,1.0723,1.166,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,2008,4515,4888,4142,1188,1362,1536,723,662,61,1.013,1.11651,1.22,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,2009,8500,9305,7695,734,863,992,554,466,88,0.966,1.09557,1.225,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,2010,4586,5193,3979,910,1081,1251,850,464,386,0.895,1.03461,1.174,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,2011,5452,6351,4552,1209,1423,1637,413,365,48,0.289,0.34726,0.405,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,2012,8777,10407,7148,1660,1971,2281,876,198,678,0.472,0.59519,0.719,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,2013,13951,16689,11214,1786,2309,2832,358,206,152,0.135,0.17607,0.217,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,2014,5943,7258,4629,3036,3929,4823,397,213,184,0.091,0.11698,0.143,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,2015,6750,8381,5120,4473,5759,7045,308,161,147,0.052,0.067,0.082,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,2016,49,75,23,5576,7173,8770,142,83,59,0.022,0.02829,0.034,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7a,2017,2017,5513,NA,NA,NA,10299,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,2-4,0,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1971,4769,NA,NA,NA,10093,NA,5782,5782,NA,NA,0.557,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1972,928,NA,NA,NA,9298,NA,4737,4737,NA,NA,0.517,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1973,2810,NA,NA,NA,8617,NA,4015,4015,NA,NA,0.541,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1974,889,NA,NA,NA,8327,NA,2898,2898,NA,NA,0.375,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1975,6031,NA,NA,NA,7526,NA,3993,3993,NA,NA,0.678,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1976,1986,NA,NA,NA,7316,NA,4818,4818,NA,NA,0.554,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1977,2871,NA,NA,NA,8841,NA,3059,3059,NA,NA,0.349,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1978,2741,NA,NA,NA,9689,NA,3647,3647,NA,NA,0.361,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1979,6630,NA,NA,NA,9848,NA,4650,4650,NA,NA,0.467,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1980,12254,NA,NA,NA,10347,NA,7243,7243,NA,NA,0.694,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1981,5179,NA,NA,NA,11212,NA,10597,10597,NA,NA,0.808,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1982,2117,NA,NA,NA,13547,NA,8766,8766,NA,NA,0.64,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1983,6923,NA,NA,NA,13008,NA,9641,9641,NA,NA,0.834,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1984,6696,NA,NA,NA,9568,NA,6631,6631,NA,NA,0.531,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1985,5892,NA,NA,NA,13103,NA,8317,8317,NA,NA,0.539,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1986,5000,NA,NA,NA,13692,NA,10475,10475,NA,NA,0.787,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1987,25361,NA,NA,NA,11364,NA,10228,10228,NA,NA,0.811,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1988,12239,NA,NA,NA,16607,NA,17191,17191,NA,NA,0.639,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1989,3648,NA,NA,NA,26324,NA,19809,19809,NA,NA,0.817,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1990,4042,NA,NA,NA,19126,NA,12749,12749,NA,NA,0.855,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1991,11365,NA,NA,NA,10846,NA,9336,9336,NA,NA,0.981,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1992,11743,NA,NA,NA,9074,NA,9747,9747,NA,NA,0.851,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1993,3700,NA,NA,NA,12281,NA,10425,10425,NA,NA,0.749,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1994,13716,NA,NA,NA,14360,NA,10620,10620,NA,NA,0.749,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1995,9675,NA,NA,NA,13027,NA,11709,11709,NA,NA,0.726,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1996,7430,NA,NA,NA,15916,NA,12681,12681,NA,NA,0.854,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1997,10001,NA,NA,NA,14101,NA,12035,12035,NA,NA,0.806,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1998,5018,NA,NA,NA,12590,NA,11431,11431,NA,NA,0.956,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,1999,2352,NA,NA,NA,10985,NA,8594,8594,NA,NA,0.872,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,2000,10657,NA,NA,NA,7673,NA,6536,6536,NA,NA,0.76,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,2001,8841,NA,NA,NA,8590,NA,8308,8308,NA,NA,0.755,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,2002,2185,NA,NA,NA,10858,NA,9236,9236,NA,NA,0.856,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,2003,1300,NA,NA,NA,8873,NA,6420,6420,NA,NA,0.942,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,2004,2931,NA,NA,NA,4641,NA,3672,3672,NA,NA,0.958,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,2005,4166,NA,NA,NA,3397,NA,3062,3062,NA,NA,0.99,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,2006,4585,NA,NA,NA,3769,NA,3776,3776,NA,NA,0.832,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,2007,3865,NA,NA,NA,5121,NA,4830,4830,NA,NA,0.834,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,2008,1610,NA,NA,NA,5455,NA,3961,3961,NA,NA,0.758,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,2009,3004,NA,NA,NA,5092,NA,3292,3292,NA,NA,0.772,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,2010,13533,NA,NA,NA,4956,NA,3229,3229,NA,NA,0.558,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,2011,4897,NA,NA,NA,9064,NA,7957,7261,696,NA,0.493,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,2012,830,NA,NA,NA,13628,NA,8644,7692,952,NA,0.689,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,2013,1461,NA,NA,NA,9604,NA,6820,6290,530,NA,0.955,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,2014,7711,NA,NA,NA,4929,NA,4620,3879,741,NA,0.821,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,2015,537,NA,NA,NA,5327,NA,4719,4154,565,NA,0.628,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,2016,3385,NA,NA,NA,7043,NA,3519,3299,220,NA,0.439,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cod.27.7e-k,2017,2017,4505,NA,NA,NA,7140,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,2-5,1,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,1988,NA,NA,NA,NA,NA,NA,NA,560,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,1989,NA,NA,NA,NA,NA,NA,NA,527,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,1990,NA,NA,NA,NA,NA,NA,NA,635,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,1991,NA,NA,NA,NA,NA,NA,NA,2509,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,1992,NA,NA,NA,NA,NA,NA,NA,4626,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,1993,NA,NA,NA,NA,NA,NA,NA,5152,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,1994,NA,NA,NA,NA,NA,NA,NA,6455,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,1995,NA,NA,NA,NA,NA,NA,NA,6512,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,1996,NA,NA,NA,NA,NA,NA,NA,7168,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,1997,NA,NA,NA,NA,NA,NA,NA,8182,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,1998,NA,NA,NA,NA,NA,NA,NA,7705,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,1999,NA,NA,NA,NA,NA,NA,NA,6484,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,2000,NA,NA,NA,NA,NA,NA,NA,7059,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,2001,NA,NA,NA,NA,NA,NA,NA,10105,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,2002,NA,NA,NA,NA,NA,NA,NA,8093,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,2003,NA,NA,NA,NA,NA,NA,NA,10876,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,2004,NA,NA,NA,NA,NA,NA,NA,9031,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,2005,NA,NA,NA,NA,NA,NA,NA,5053,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,2006,NA,NA,NA,NA,NA,NA,NA,2727,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,2007,NA,NA,NA,NA,NA,NA,NA,2023,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,2008,NA,NA,NA,NA,NA,NA,NA,1393,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,2009,NA,NA,NA,NA,NA,NA,NA,220,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
cyo.27.nea,2015,2010,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
