fishstock,AssessmentYear,Year,recruitment,high_recruitment,low_recruitment,low_SSB,SSB,high_SSB,catches,landings,discards,low_F,F,high_F,StockPublishNote,Purpose,Fage,recruitment_age,units,stockSizeDescription,stockSizeUnits,fishingPressureDescription,fishingPressureUnits
agn.27.nea,2015,2009,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2015,2010,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
agn.27.nea,2015,2011,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,1987,16513,22353,12285,16605,21833,29008,15308,15308,NA,0.496,0.659,0.866,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,1988,32035,40358,26271,24418,30209,38389,15581,15581,NA,0.375,0.477,0.59,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,1989,9514,13705,6775,11575,16505,23588,10614,10614,NA,0.349,0.499,0.712,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,1990,69121,81424,59898,46912,55206,66289,34272,34272,NA,0.509,0.611,0.719,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,1991,23415,31340,17715,23248,31009,41562,19634,19634,NA,0.436,0.584,0.779,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,1992,91261,115940,71360,56737,75821,99657,37885,37885,NA,0.373,0.491,0.656,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,1993,64856,81982,50133,62363,75401,91610,40393,40393,NA,0.429,0.521,0.63,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,1994,42396,53227,33643,40060,49673,62099,34631,34631,NA,0.541,0.677,0.839,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,1995,47362,62973,35185,30340,43161,59842,30115,30115,NA,0.486,0.674,0.959,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,1996,51289,64441,40617,40179,49132,61668,34373,34373,NA,0.533,0.669,0.819,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,1997,40946,54275,31621,36225,46937,62077,22337,22337,NA,0.329,0.436,0.565,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,1998,95156,125448,73182,72784,95325,124764,31617,31617,NA,0.252,0.329,0.431,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,1999,44487,64397,29521,53142,70169,91815,27259,27259,NA,0.283,0.371,0.489,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,2000,91701,112612,74219,77023,94242,114026,36994,36994,NA,0.324,0.391,0.479,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,2001,74867,90111,62907,79101,91751,107747,40149,40149,NA,0.373,0.437,0.507,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,2002,13295,18755,9487,32192,39432,48973,17507,17507,NA,0.357,0.444,0.543,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,2003,19709,24942,15509,22565,27730,34598,10595,10595,NA,0.303,0.378,0.464,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,2004,30399,38338,24392,24483,30833,39504,16361,16361,NA,0.41,0.525,0.661,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,2005,4001,6041,2596,10213,14291,19804,1128,1128,NA,0.057,0.079,0.11,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,2006,17643,24524,12759,15573,20979,28421,1753,1753,NA,0.062,0.084,0.113,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,2007,22604,31143,16249,23746,31580,41771,0,0,NA,0.003,0.004,0.006,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,2008,9314,13420,6443,19031,24854,32293,0,0,NA,0,0,0,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,2009,10262,14745,7213,15915,20627,26768,0,0,NA,0,0,0,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,2010,48556,64056,36860,38248,49669,64539,10317,10317,NA,0.156,0.203,0.264,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,2011,114834,146401,89166,95690,120979,152527,14530,14530,NA,0.095,0.12,0.151,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,2012,46518,61664,34970,80168,99829,124240,14402,14402,NA,0.116,0.144,0.179,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,2013,39149,52105,29071,55018,70381,89484,14192,14192,NA,0.157,0.2,0.256,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,2014,71963,96986,53874,66035,86571,113578,20126,20126,NA,0.172,0.226,0.296,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,2015,121962,166591,89514,103663,138408,184499,28258,28258,NA,0.153,0.204,0.273,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,2016,57943,86634,39097,76454,109147,153329,18050,18050,NA,0.118,0.165,0.236,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.8,2016,2017,70423,140950,33050,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,1,tonnes,SSB,tonnes,F,Year-1
ane.27.9a,2017,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,1999,NA,NA,NA,NA,24763,NA,NA,NA,NA,NA,0.24,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,2001,NA,NA,NA,NA,24913,NA,NA,NA,NA,NA,0.347,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,2002,NA,NA,NA,NA,21335,NA,NA,NA,NA,NA,0.387,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,2003,NA,NA,NA,NA,24565,NA,NA,NA,NA,NA,0.202,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,2004,NA,NA,NA,NA,18177,NA,NA,NA,NA,NA,0.309,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,2005,NA,NA,NA,NA,14339,NA,NA,NA,NA,NA,0.308,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,2006,NA,NA,NA,NA,30301,NA,NA,NA,NA,NA,0.145,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,2007,NA,NA,NA,NA,33451,NA,NA,NA,NA,NA,0.168,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,2008,NA,NA,NA,NA,32844,NA,NA,NA,NA,NA,0.098,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,2009,NA,NA,NA,NA,23163,NA,NA,NA,NA,NA,0.128,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,2010,NA,NA,NA,NA,9867,NA,NA,NA,NA,NA,0.297,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,2011,NA,NA,NA,NA,16379,NA,NA,NA,NA,NA,0.384,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,2013,NA,NA,NA,NA,10593,NA,NA,NA,NA,NA,0.495,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,2014,NA,NA,NA,NA,29902,NA,NA,NA,NA,NA,0.303,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,2015,NA,NA,NA,NA,27203,NA,NA,NA,NA,NA,0.253,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,2016,NA,NA,NA,NA,49823,NA,NA,NA,NA,NA,0.133,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
ane.27.9a,2017,2017,NA,NA,NA,NA,12816,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,NA,tonnes,Harvest Rate,%
anf.27.3a46,2017,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1991,NA,NA,NA,NA,NA,NA,NA,16846,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1992,NA,NA,NA,NA,NA,NA,NA,20934,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1993,NA,NA,NA,NA,NA,NA,NA,23128,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1994,NA,NA,NA,NA,NA,NA,NA,24246,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1995,NA,NA,NA,NA,NA,NA,NA,28090,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1996,NA,NA,NA,NA,NA,NA,NA,34398,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1997,NA,NA,NA,NA,NA,NA,NA,31952,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1998,NA,NA,NA,NA,NA,NA,NA,24667,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,1999,NA,NA,NA,NA,NA,NA,NA,21194,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,2000,NA,NA,NA,NA,NA,NA,NA,19080,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,2001,NA,NA,NA,NA,NA,NA,NA,18536,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,2002,NA,NA,NA,NA,NA,NA,NA,15167,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,2003,NA,NA,NA,NA,NA,NA,NA,12539,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,2004,NA,NA,NA,NA,NA,NA,NA,14210,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,2005,NA,NA,NA,23479,38617,53755,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,2006,NA,NA,NA,34478,40985,47492,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,2007,NA,NA,NA,43676,50392,57108,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,2008,NA,NA,NA,42421,53546,64671,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,2009,NA,NA,NA,32987,38060,43133,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,2010,NA,NA,NA,30429,42279,54129,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,2011,NA,NA,NA,24846,33254,41662,NA,13770,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,2012,NA,NA,NA,29704,36325,42946,NA,11894,498,NA,1.19,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,2013,NA,NA,NA,31020,38395,45770,NA,12062,787,NA,1.16,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,2014,NA,NA,NA,42769,52884,62999,NA,13211,416,NA,0.9,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,2015,NA,NA,NA,58782,67915,77047,NA,16132,420,NA,0.85,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,2016,NA,NA,NA,66831,77946,89060,NA,19446,825,NA,0.91,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
anf.27.3a46,2017,2017,NA,NA,NA,74222,87896,101569,NA,NA,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,tonnes,Relative Harvest Rate,ratio
ank.27.78ab,2016,1986,NA,NA,NA,NA,NA,NA,NA,8217,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,kg/30min,F,Year-1
ank.27.78ab,2016,1987,NA,NA,NA,NA,NA,NA,NA,7619,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,kg/30min,F,Year-1
ank.27.78ab,2016,1988,NA,NA,NA,NA,NA,NA,NA,8382,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,kg/30min,F,Year-1
ank.27.78ab,2016,1989,NA,NA,NA,NA,NA,NA,NA,8820,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,kg/30min,F,Year-1
ank.27.78ab,2016,1990,NA,NA,NA,NA,NA,NA,NA,9632,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,kg/30min,F,Year-1
ank.27.78ab,2016,1991,NA,NA,NA,NA,NA,NA,NA,8780,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,kg/30min,F,Year-1
ank.27.78ab,2016,1992,NA,NA,NA,NA,NA,NA,NA,8176,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,kg/30min,F,Year-1
ank.27.78ab,2016,1993,NA,NA,NA,NA,NA,NA,NA,6566,NA,NA,NA,NA,Stock published,Advice,NA,NA,tonnes,Biomass index,kg/30min,F,Year-1
