"fishstock","AssessmentYear","Year","recruitment","high_recruitment","low_recruitment","low_SSB","SSB","high_SSB","catches","landings","discards","low_F","F","high_F","StockPublishNote","Purpose","Fage","recruitment_age","units","stockSizeDescription","stockSizeUnits","fishingPressureDescription","fishingPressureUnits","AssessmentKey","StockDescription","ModifiedDate","SAGStamp","LinkToAdvice"
"ank.27.78abd",2023,1996,85436,119254,61208,12780,15655,19176,NA,8093,NA,0.135,0.199,0.294,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,1997,46100,70700,30059,13069,15876,19285,NA,8114,NA,0.14,0.207,0.304,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,1998,51493,74565,35560,13251,15967,19239,NA,8599,NA,0.164,0.24,0.349,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,1999,75901,104610,55071,12705,15164,18098,NA,6739,NA,0.145,0.214,0.316,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2000,312608,360936,270751,12191,14393,16992,NA,6645,NA,0.19,0.239,0.301,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2001,39535,61806,25290,10912,13002,15493,NA,5728,NA,0.168,0.211,0.265,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2002,34716,43164,27922,9871,11840,14202,NA,6505,NA,0.158,0.195,0.24,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2003,53180,64703,43709,9380,11194,13358,8351,8171,179,0.155,0.183,0.215,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2004,254965,284028,228876,10209,11897,13865,8213,7537,676,0.188,0.23,0.282,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2005,139906,163605,119640,11370,13057,14993,7914,7187,727,0.146,0.171,0.2,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2006,126088,147459,107814,12675,14472,16523,6835,6131,704,0.129,0.154,0.184,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2007,201434,230778,175821,13213,15101,17259,7021,6608,413,0.095,0.112,0.132,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2008,191704,219171,167679,14518,16519,18795,8985,7399,1585,0.128,0.156,0.189,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2009,51389,64801,40753,16244,18444,20941,10400,8287,2113,0.135,0.165,0.201,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2010,113129,131744,97144,18380,20885,23731,10062,8626,1436,0.129,0.158,0.193,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2011,192109,219886,167841,20567,23406,26638,10319,9348,971,0.129,0.157,0.19,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2012,187668,218233,161384,22545,25680,29251,9888,8429,1459,0.123,0.15,0.183,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2013,258417,296119,225516,23907,27316,31212,12760,10475,2285,0.151,0.185,0.225,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2014,265598,304520,231651,23248,26754,30789,12402,9832,2570,0.142,0.172,0.209,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2015,139878,168819,115898,22568,26143,30285,11109,9649,1460,0.106,0.126,0.149,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2016,173556,206053,146184,23541,27255,31556,12660,10220,2441,0.121,0.147,0.18,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2017,211866,252090,178060,25082,29090,33738,13460,11690,1770,0.122,0.149,0.181,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2018,165228,199421,136898,27561,32073,37325,10805,10076,730,0.079,0.095,0.115,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2019,288185,344264,241241,31960,37220,43347,10778,9680,1099,0.09,0.11,0.136,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2020,563375,674998,470211,34921,40906,47917,9615,8676,939,0.074,0.092,0.114,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2021,109023,145348,81776,37655,44346,52227,11131,8965,2166,0.074,0.092,0.116,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2022,147359,NA,NA,40004,47436,56249,12600,10035,2564,0.075,0.095,0.121,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.78abd",2023,2023,147781,NA,NA,42615,50975,60974,NA,NA,NA,NA,NA,NA,"Stock published","Advice","3-10",0,"tonnes","Combined-sex SSB","tonnes",NA,NA,18169,"Black-bellied anglerfish (Lophius budegassa) in Subarea 7 and divisions 8.a-b and 8.d (Celtic Seas, Bay of Biscay)","29/09/2023 01:05:01","ank.27.78abd_2023_18169_2023929010501","https://doi.org/10.17895/ices.advice.21840711.v1"
"ank.27.8c9a",2023,1980,NA,NA,NA,0.69,1.42,2.9,NA,2110,NA,0.52,0.93,1.69,"Stock published","Advice",NA,NA,"tonnes","B/Bmsy","tonnes","F/Fmsy",NA,17966,"Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)","29/09/2023 01:05:01","ank.27.8c9a_2023_17966_2023929010501","https://doi.org/10.17895/ices.advice.21840726.v1"
"ank.27.8c9a",2023,1981,NA,NA,NA,0.74,1.4,2.66,NA,2300,NA,0.59,1.01,1.75,"Stock published","Advice",NA,NA,"tonnes","B/Bmsy","tonnes","F/Fmsy",NA,17966,"Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)","29/09/2023 01:05:01","ank.27.8c9a_2023_17966_2023929010501","https://doi.org/10.17895/ices.advice.21840726.v1"
"ank.27.8c9a",2023,1982,NA,NA,NA,0.76,1.38,2.49,NA,2369,NA,0.64,1.07,1.81,"Stock published","Advice",NA,NA,"tonnes","B/Bmsy","tonnes","F/Fmsy",NA,17966,"Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)","29/09/2023 01:05:01","ank.27.8c9a_2023_17966_2023929010501","https://doi.org/10.17895/ices.advice.21840726.v1"
"ank.27.8c9a",2023,1983,NA,NA,NA,0.77,1.35,2.35,NA,2379,NA,0.61,1.01,1.67,"Stock published","Advice",NA,NA,"tonnes","B/Bmsy","tonnes","F/Fmsy",NA,17966,"Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)","29/09/2023 01:05:01","ank.27.8c9a_2023_17966_2023929010501","https://doi.org/10.17895/ices.advice.21840726.v1"
"ank.27.8c9a",2023,1984,NA,NA,NA,0.76,1.29,2.19,NA,1929,NA,0.53,0.86,1.4,"Stock published","Advice",NA,NA,"tonnes","B/Bmsy","tonnes","F/Fmsy",NA,17966,"Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)","29/09/2023 01:05:01","ank.27.8c9a_2023_17966_2023929010501","https://doi.org/10.17895/ices.advice.21840726.v1"
"ank.27.8c9a",2023,1985,NA,NA,NA,0.74,1.24,2.07,NA,1833,NA,0.6,0.96,1.53,"Stock published","Advice",NA,NA,"tonnes","B/Bmsy","tonnes","F/Fmsy",NA,17966,"Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)","29/09/2023 01:05:01","ank.27.8c9a_2023_17966_2023929010501","https://doi.org/10.17895/ices.advice.21840726.v1"
"ank.27.8c9a",2023,1986,NA,NA,NA,0.79,1.27,2.05,NA,2563,NA,0.79,1.42,2.55,"Stock published","Advice",NA,NA,"tonnes","B/Bmsy","tonnes","F/Fmsy",NA,17966,"Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)","29/09/2023 01:05:01","ank.27.8c9a_2023_17966_2023929010501","https://doi.org/10.17895/ices.advice.21840726.v1"
"ank.27.8c9a",2023,1987,NA,NA,NA,0.75,1.33,2.36,NA,3832,NA,0.89,1.92,4.14,"Stock published","Advice",NA,NA,"tonnes","B/Bmsy","tonnes","F/Fmsy",NA,17966,"Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)","29/09/2023 01:05:01","ank.27.8c9a_2023_17966_2023929010501","https://doi.org/10.17895/ices.advice.21840726.v1"
"ank.27.8c9a",2023,1988,NA,NA,NA,0.6,1.26,2.63,NA,3700,NA,0.79,1.68,3.57,"Stock published","Advice",NA,NA,"tonnes","B/Bmsy","tonnes","F/Fmsy",NA,17966,"Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)","29/09/2023 01:05:01","ank.27.8c9a_2023_17966_2023929010501","https://doi.org/10.17895/ices.advice.21840726.v1"
"ank.27.8c9a",2023,1989,NA,NA,NA,0.54,1.09,2.21,NA,2578,NA,0.69,1.41,2.89,"Stock published","Advice",NA,NA,"tonnes","B/Bmsy","tonnes","F/Fmsy",NA,17966,"Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)","29/09/2023 01:05:01","ank.27.8c9a_2023_17966_2023929010501","https://doi.org/10.17895/ices.advice.21840726.v1"
"ank.27.8c9a",2023,1990,NA,NA,NA,0.51,1.01,1.97,NA,2334,NA,0.69,1.43,2.93,"Stock published","Advice",NA,NA,"tonnes","B/Bmsy","tonnes","F/Fmsy",NA,17966,"Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)","29/09/2023 01:05:01","ank.27.8c9a_2023_17966_2023929010501","https://doi.org/10.17895/ices.advice.21840726.v1"
"ank.27.8c9a",2023,1991,NA,NA,NA,0.48,0.94,1.85,NA,2162,NA,0.76,1.45,2.76,"Stock published","Advice",NA,NA,"tonnes","B/Bmsy","tonnes","F/Fmsy",NA,17966,"Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)","29/09/2023 01:05:01","ank.27.8c9a_2023_17966_2023929010501","https://doi.org/10.17895/ices.advice.21840726.v1"
"ank.27.8c9a",2023,1992,NA,NA,NA,0.47,0.86,1.56,NA,2111,NA,0.93,1.69,3.1,"Stock published","Advice",NA,NA,"tonnes","B/Bmsy","tonnes","F/Fmsy",NA,17966,"Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)","29/09/2023 01:05:01","ank.27.8c9a_2023_17966_2023929010501","https://doi.org/10.17895/ices.advice.21840726.v1"
"ank.27.8c9a",2023,1993,NA,NA,NA,0.44,0.79,1.41,NA,2227,NA,0.97,1.62,2.72,"Stock published","Advice",NA,NA,"tonnes","B/Bmsy","tonnes","F/Fmsy",NA,17966,"Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)","29/09/2023 01:05:01","ank.27.8c9a_2023_17966_2023929010501","https://doi.org/10.17895/ices.advice.21840726.v1"
"ank.27.8c9a",2023,1994,NA,NA,NA,0.42,0.68,1.12,NA,1580,NA,0.94,1.52,2.46,"Stock published","Advice",NA,NA,"tonnes","B/Bmsy","tonnes","F/Fmsy",NA,17966,"Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)","29/09/2023 01:05:01","ank.27.8c9a_2023_17966_2023929010501","https://doi.org/10.17895/ices.advice.21840726.v1"
"ank.27.8c9a",2023,1995,NA,NA,NA,0.4,0.65,1.05,NA,1843,NA,1.03,1.69,2.76,"Stock published","Advice",NA,NA,"tonnes","B/Bmsy","tonnes","F/Fmsy",NA,17966,"Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)","29/09/2023 01:05:01","ank.27.8c9a_2023_17966_2023929010501","https://doi.org/10.17895/ices.advice.21840726.v1"
"ank.27.8c9a",2023,1996,NA,NA,NA,0.39,0.63,1.02,NA,1629,NA,1,1.62,2.63,"Stock published","Advice",NA,NA,"tonnes","B/Bmsy","tonnes","F/Fmsy",NA,17966,"Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)","29/09/2023 01:05:01","ank.27.8c9a_2023_17966_2023929010501","https://doi.org/10.17895/ices.advice.21840726.v1"
"ank.27.8c9a",2023,1997,NA,NA,NA,0.37,0.61,0.98,NA,1813,NA,1.18,1.97,3.28,"Stock published","Advice",NA,NA,"tonnes","B/Bmsy","tonnes","F/Fmsy",NA,17966,"Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)","29/09/2023 01:05:01","ank.27.8c9a_2023_17966_2023929010501","https://doi.org/10.17895/ices.advice.21840726.v1"
"ank.27.8c9a",2023,1998,NA,NA,NA,0.36,0.6,1,NA,2089,NA,1.19,2.15,3.87,"Stock published","Advice",NA,NA,"tonnes","B/Bmsy","tonnes","F/Fmsy",NA,17966,"Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)","29/09/2023 01:05:01","ank.27.8c9a_2023_17966_2023929010501","https://doi.org/10.17895/ices.advice.21840726.v1"
"ank.27.8c9a",2023,1999,NA,NA,NA,0.32,0.57,1.02,NA,1879,NA,0.96,1.81,3.4,"Stock published","Advice",NA,NA,"tonnes","B/Bmsy","tonnes","F/Fmsy",NA,17966,"Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)","29/09/2023 01:05:01","ank.27.8c9a_2023_17966_2023929010501","https://doi.org/10.17895/ices.advice.21840726.v1"
"ank.27.8c9a",2023,2000,NA,NA,NA,0.29,0.54,0.98,NA,1369,NA,0.74,1.36,2.51,"Stock published","Advice",NA,NA,"tonnes","B/Bmsy","tonnes","F/Fmsy",NA,17966,"Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)","29/09/2023 01:05:01","ank.27.8c9a_2023_17966_2023929010501","https://doi.org/10.17895/ices.advice.21840726.v1"
"ank.27.8c9a",2023,2001,NA,NA,NA,0.29,0.52,0.93,NA,1013,NA,0.55,1,1.81,"Stock published","Advice",NA,NA,"tonnes","B/Bmsy","tonnes","F/Fmsy",NA,17966,"Black-bellied anglerfish (Lophius budegassa) in divisions 8.c and 9.a (Cantabrian Sea, Atlantic Iberian waters)","29/09/2023 01:05:01","ank.27.8c9a_2023_17966_2023929010501","https://doi.org/10.17895/ices.advice.21840726.v1"
