StockKeyLabel,AssessmentYear,AssessmentKey,StockDatabaseID,StockKey,FLim,Fpa,Bpa,Blim,FMSY,MSYBtrigger,Fmanagement,Bmanagement,RecruitmentAge,RecruitmentLength
rju.27.9a,2018,10072,1764,169231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rng.27.3a,2018,9477,1692,169235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rng.27.5b6712b,2018,9513,1691,169234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sal.27.22-31,2018,9963,1822,169241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sal.27.32,2018,9928,1823,169242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
san.27.6a,2018,9877,1704,169253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
san.sa.1r,2018,9290,1697,169246,NA,NA,145000,110000,NA,NA,NA,NA,0,NA
san.sa.2r,2018,9286,1698,169247,NA,NA,84000,56000,NA,NA,NA,NA,0,NA
san.sa.3r,2018,9289,1699,169248,NA,NA,129000,80000,NA,NA,NA,NA,0,NA
san.sa.4,2018,9291,1700,169249,NA,NA,102000,48000,NA,NA,NA,NA,0,NA
sbr.27.10,2018,9897,1726,169258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sbr.27.6-8,2018,9898,1724,169256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sbr.27.9,2018,9889,1725,169257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sol.27.20-24,2018,10032,1740,169277,0.315,0.23,2600,1850,0.23,2600,NA,NA,1,NA
sol.27.4,2018,9906,1741,169278,0.62,0.44,37000,26300,0.2,37000,NA,NA,1,NA
sol.27.7a,2018,9875,1739,169276,0.29,0.21,3500,2500,0.2,3500,NA,NA,2,NA
sol.27.7d,2018,9601,1837,169274,0.359,0.256,19251,13751,0.256,19251,NA,NA,1,NA
sol.27.7e,2018,9665,1738,169275,0.44,0.317,2855,2039,0.291,2826,NA,NA,2,NA
sol.27.7fg,2018,9879,1737,169273,0.488,0.34857,2400,1700,0.274,2400,NA,NA,1,NA
sol.27.7h-k,2018,9969,1734,169270,0.90266502342153,0.654635444913812,1.17795124569237,0.848524202405517,0.654635444913812,1.17795124569237,NA,NA,3,NA
sol.27.8ab,2018,9956,1736,169272,0.6,0.43,10600,7600,0.33,10600,NA,NA,2,NA
spr.27.22-32,2018,9427,1742,169279,0.39,0.32,570000,410000,0.26,570000,NA,NA,1,NA
spr.27.3a,2018,10078,1851,169282,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
spr.27.4,2018,9305,1850,169283,NA,NA,142000,90000,NA,NA,NA,NA,0,NA
spr.27.7de,2018,9304,1804,169281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tur.27.22-32,2018,9401,1749,169293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
usk.27.5a14,2018,9522,1751,169297,NA,NA,6240,4460,NA,NA,NA,NA,3,NA
usk.27.6b,2018,9462,1754,169300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
whb.27.1-91214,2018,10099,1755,169301,0.88,0.53,2250000,1500000,0.32,2250000,NA,NA,1,NA
whg.27.47d,2018,9921,1846,169302,0.458,0.33,166708,119970,0.172,166708,NA,NA,0,NA
whg.27.47d,2018,10259,1846,169302,0.458,0.33,166708,119970,0.172,166708,NA,NA,0,NA
whg.27.6a,2018,9792,1786,169308,0.27,0.19,44600,31900,0.18,44600,NA,NA,1,NA
whg.27.6b,2018,9880,1785,169307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
whg.27.7a,2018,10294,1852,169305,0.371,0.225,16300,10000,0.219,16300,NA,NA,0,NA
whg.27.7b-ce-k,2018,9929,1757,169303,1.12,0.8,35000,25000,0.52,35000,NA,NA,0,NA
