"fishstock","AssessmentYear","Year","recruitment","high_recruitment","low_recruitment","low_SSB","SSB","high_SSB","catches","landings","discards","low_F","F","high_F","StockPublishNote","Purpose","Fage","recruitment_age","units","stockSizeDescription","stockSizeUnits","fishingPressureDescription","fishingPressureUnits","AssessmentKey","StockDescription","ModifiedDate","SAGStamp","LinkToAdvice"
"ane.27.8",2021,1987,15761,21086,12038,"15942",20730,27268,15308,15308,NA,"0.528","0.694",0.902,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,1988,31012,38165,25720,"23439",28653,35991,15581,15581,NA,"0.4","0.503",0.615,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,1989,9047,12821,6424,"10618",15261,21485,10614,10614,NA,"0.383","0.54",0.776,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,1990,67630,78178,59083,"45780",53110,62559,34272,34272,NA,"0.539","0.635",0.737,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,1991,23070,30235,17572,"22227",29562,38884,19634,19634,NA,"0.466","0.613",0.815,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,1992,86937,109828,68286,"53315",71491,93042,37885,37885,NA,"0.4","0.52",0.698,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,1993,65068,80391,51284,"61042",72653,87067,40393,40393,NA,"0.452","0.541",0.644,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,1994,40971,50805,33146,"38592",47201,58364,34631,34631,NA,"0.576","0.712",0.871,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,1995,45148,59519,34303,"28541",40047,54761,30115,30115,NA,"0.532","0.727",1.02,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,1996,50483,62357,40448,"38438",46690,57572,34373,34373,NA,"0.571","0.704",0.856,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,1997,39427,51237,30653,"34114",44229,57992,22337,22337,NA,"0.353","0.462",0.6,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,1998,90945,118817,69770,"68387",90022,117010,31617,31617,NA,"0.268","0.349",0.459,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,1999,45254,63739,30537,"50891",68069,88405,27259,27259,NA,"0.294","0.382",0.511,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2000,91152,110121,74344,"76633",92434,111165,36994,36994,NA,"0.332","0.399",0.481,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2001,73563,87436,62255,"78234",89702,104326,40149,40149,NA,"0.385","0.447",0.513,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2002,12897,17848,9193,"31628",38014,46507,17507,17507,NA,"0.376","0.46",0.553,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2003,19639,24424,15560,"22148",27177,33154,10595,10595,NA,"0.316","0.386",0.473,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2004,30203,37679,24477,"24411",30343,38576,16361,16361,NA,"0.42","0.533",0.663,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2005,4223,6219,2762,"10257",14242,19544,1128,1128,NA,"0.058","0.079",0.11,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2006,15772,21434,11620,"14476",19323,25625,1753,1753,NA,"0.068","0.091",0.121,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2007,21048,28438,15163,"21993",29095,37676,141,141,NA,"0.004","0.005",0.006,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2008,8900,12811,6108,"17737",23217,29863,0,0,NA,"0","0",0,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2009,9766,14023,6819,"14981",19523,25264,0,0,NA,"0","0",0,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2010,47334,61640,36246,"36925",48023,61816,10317,10317,NA,"0.163","0.21",0.273,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2011,112283,142401,88946,"94257",117909,147524,14530,14530,NA,"0.098","0.123",0.154,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2012,45436,59752,34271,"78545",97147,120574,14402,14402,NA,"0.119","0.148",0.183,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2013,38220,50318,28956,"54213",68460,86209,14192,14192,NA,"0.163","0.206",0.26,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2014,73123,94841,55794,"67372",86353,109701,20126,20126,NA,"0.178","0.226",0.29,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2015,111902,143051,88534,"104390",129399,160140,28258,28258,NA,"0.176","0.218",0.271,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2016,52398,69410,39525,"78441",98931,124360,20670,20670,NA,"0.156","0.196",0.247,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2017,68384,88291,52129,"68798",89268,113780,26450,26450,NA,"0.229","0.291",0.378,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2018,113331,148088,87474,"97291",126427,164426,30773,30773,NA,"0.187","0.243",0.316,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2019,72651,100401,52438,"82053",112353,150355,26857,26857,NA,"0.179","0.239",0.327,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2020,136984,195019,95204,"116758",165720,230357,25823,25823,NA,"0.109","0.152",0.216,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2021,157198,235560,100510,"134023",206215,301184,27951,27951,NA,"0.093","0.136",0.209,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.8",2021,2022,51817,135371,20165,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice","2+",1,"tonnes","SSB","tonnes","HR","ratio",16925,"Anchovy (Engraulis encrasicolus) in Subarea 8 (Bay of Biscay)","29/09/2023 01:05:01","ane.27.8_2021_16925_2023929010501","https://doi.org/10.17895/ices.advice.7721"
"ane.27.9a",2021,1989,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"0.634",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,1990,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"1.806",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,1991,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"0.718",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,1992,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"0.467",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,1993,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"1.166",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,1994,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"0.106",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,1995,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"0.245",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,1996,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"1.244",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,1997,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,"1.118",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,1998,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"1.831",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,1999,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"0.896",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,2000,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"0.941",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,2001,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"1.289",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,2002,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"1.01",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,2003,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"0.985",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,2004,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"1.313",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,2005,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"0.699",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,2006,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"0.541",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,2007,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"0.614",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,2008,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"0.976",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,2009,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"1.347",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,2010,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"0.867",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,2011,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"0.963",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,2012,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"0.637",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,2013,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"1.71",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,2014,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"1.231",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,2015,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"0.945",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,2016,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"1.56",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,2017,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"1.418",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,2018,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"0.739",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,2019,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"0.867",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,2020,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"1.116",NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"ane.27.9a",2021,2021,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"Stock published","Advice","0-3",0,"tonnes","SSB",NA,"F","Year-1",15608,"Anchovy (Engraulis encrasicolus) in Division 9.a (Atlantic Iberian waters)","29/09/2023 01:05:01","ane.27.9a_2021_15608_2023929010501","https://doi.org/10.17895/ices.advice.7722"
"anf.27.3a46",2021,1991,NA,NA,NA,NA,NA,NA,NA,17441,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","SSB","tonnes","F","Year-1",16878,"Anglerfish (Lophius budegassa, Lophius piscatorius) in subareas 4 and 6, and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)","29/09/2023 01:05:01","anf.27.3a46_2021_16878_2023929010501","https://doi.org/10.17895/ices.advice.7723"
"anf.27.3a46",2021,1992,NA,NA,NA,NA,NA,NA,NA,21872,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","SSB","tonnes","F","Year-1",16878,"Anglerfish (Lophius budegassa, Lophius piscatorius) in subareas 4 and 6, and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)","29/09/2023 01:05:01","anf.27.3a46_2021_16878_2023929010501","https://doi.org/10.17895/ices.advice.7723"
"anf.27.3a46",2021,1993,NA,NA,NA,NA,NA,NA,NA,23971,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","SSB","tonnes","F","Year-1",16878,"Anglerfish (Lophius budegassa, Lophius piscatorius) in subareas 4 and 6, and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)","29/09/2023 01:05:01","anf.27.3a46_2021_16878_2023929010501","https://doi.org/10.17895/ices.advice.7723"
"anf.27.3a46",2021,1994,NA,NA,NA,NA,NA,NA,NA,25057,NA,NA,NA,NA,"Stock published","Advice",NA,NA,"tonnes","SSB","tonnes","F","Year-1",16878,"Anglerfish (Lophius budegassa, Lophius piscatorius) in subareas 4 and 6, and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)","29/09/2023 01:05:01","anf.27.3a46_2021_16878_2023929010501","https://doi.org/10.17895/ices.advice.7723"
